customer_message,agent_response,company
Really? Another fake ‘we attempted delivery’ message from 1 of your sellers? This is happening more and more. I’m sitting right here on my porch - no one delivered anything. Gr8 way to not meet delivery promises.,I'm sorry to hear this. Have you had a chance to contact the seller by following the steps shown here:,AmazonHelp
So do I. I'm desperate.,I'll keep my fingers crossed for you. If you have any other issues please get back in touch! Dan,sainsburys
Yes I am referring to the fact you used to price match and no longer do so.,"Hi Clare, the price match is something we were doing on the small kitchen appliances and toys at that time, but no longer, sorry. Parm",ArgosHelpers
Just noticed the pie delivered on Tuesday has no date on it. How do I work out if it is safe to eat?,"Hi Jenny, can you please DM me pictures of all the sides of the packaging? TY - Andrew",Tesco
Thanks for nothing you advertise beta codes so I preorder then u don’t deliver so u cancel. Guess I’ll skip,"I'm so sorry for the trouble you've had, Tom! Have you tried to reach out to EA? You can do so here:",AmazonHelp
Can’t believe how anxious this is making me. I am a fool.,"Oh dear! Reach out to your seller and let them know what happened and that you’re happy to revise it. They can send you a feedback revision request for up to 30 days. If the seller isn’t sure how to do that, this video explains how.",AskeBay
Was so excited for my new blush sweater from but it arrived with a hole in the sleeve. 😔,We never want this to happen and we're sure you wanted to wear it right away. Please DM us with you order number and the email address you used. Thanks so much.,AskTarget
I think we better prepare the spare room. #Alexa has moved in!,She'll be the best house guest you will ever have! Plus she's a great conversationalist! Enjoy!,AmazonHelp
Dear. Please fix this forking bug where mail refresh will end up in permanent state of refresh.,We'd like to look into this more. Check for updates on your device like so: DM us if you still see the issue.,AppleSupport
"I've never met such an obnoxious woman in my life, she shouldn't be on the shop floor, on the tills, definitely needs more customer care training Tina her name is from Sainsburys in Poole Dorset. Has put me off shopping there again. Asda next time, i think","Sorry you're unhappy Gina. If you DM the code from the bottom of your receipt via the link, this will identify the colleague. Liz",sainsburys
Luckily there's this handy video that documented the problem denies exists:,"Hi Mathew, Thank you for contacting Dell Social Media team. (1/4)",DellCares
Just paid $30 for a not even close to correct order. Is it that hard to read an order? Third time this week y'all fucked up!,Oh no! Can you DM us so we can look into this for you?,Postmates_Help
"I have done all of that, the problem is still persisting.",Let's take another look. Please send us a DM with the email linked to your account and we'll follow up.,Uber_Support
cab (KA06D8878) driver asking extra Rs.400 to drop at airport. Saying has to wait for 7 hours with no food for return journey.,We're here to help! Send us a note via so our team can connect.,Uber_Support
16 euro postage for a pop socket,Oh my that is a bit excessive! I would suggest filtering your search to show 'Free Shipping' options if you'd like to see the listings with the least expensive shipping for those items. :),AskeBay
hey i haven't logged into my acct in awhile and it's asking me to verify its me. asking for old credit card exp date & idr it,"Hi Sarah, welcome back! We're sorry to hear you are having this issue. Please DM us your email so we can look into this for you. Thank you.",AirbnbHelp
"Thanks Golders. Very kind of u, but I don't have a Nectar Card. But I appreciate the offer 👍","No worries at all Joanne, if you DM your full address via the link, I'll issue a gift card instead. Goldie",sainsburys
I've just had a message telling me that I have used £1 of data. It is 8:45am and I haven't used anything other than WiFi. Whats up?,🤔 Chat with us here and we'll take a look Matt:,O2
just solved my own problem by turning off autocorrect. BUT I SUCK AT TRYPUNG WITHOUT IT. fix asap please,We'd like to look into this with you. Please DM us details on which iOS version you're on and we'll help there.,AppleSupport
"Only blue screen and message that OS will be restart in 40, 80 % etc. and repeat, repeat. :(",Can you send us a private message. We need more than 150 characters to respond.,AzureSupport
Specifically 11.0.2 (15A421),It's great to see you're fully up to date with the iOS. Please DM us and let us know your model device.,AppleSupport
"u dont need any tool,use your eyes and brain nd check the order id frm the screenshot.",Your order/account details on Twitter will not help us gain access to your account.,AmazonHelp
I will not be buying any more Samsung products thanks. They keep breaking and now I am cutting my fingers on my phone haha,"Oh no! Your safety is very important to us, Bradley - please send us a DM and we can help you out! *TerriL",TMobileHelp
Thanks for suggesting Kindy send my sales invoice I have to claim the product,"actions to do the needful once we receive your details via secured link, appreciate your understanding.",AmazonHelp
"3 for £6, unless one is reduced (hidden label on the side!) then it’s 3 for £6.14. Don’t care about the 14p but feel ripped off!","store you bought it from, along with your address and More Card number and I'll get this sorted for you. Thanks - Kirsty",Morrisons
I can't livestream #StarWarsBattlefrontIIBETA from my Xbox on mixer? Please help your my only hope.,Hey there. This is likely as intended for the Beta specifically as we are unable to as well. Just tried.,XboxSupport
"three trips. Estimated time changed drastically from estimates and I was charged cancellation?! As matter of principle that's wrong. And even if I can click for refund, why should Uber gain my cash and give me credits?!",Here to help! Follow up here; and our team will connect right away.,Uber_Support
i am doing a training program for a full marathon on Nrc and in my week 3 after finishing my run today the plan updated automatically and i lost alk my previous week's run in plan,"Let's figure this out, Mohamed. Can you pass us a screenshot of what you're able to see? Also, what device, operating system and version of the app are you using?",NikeSupport
"Same-day or next-day on these orders. Both were supposed to arrive yesterday. 5pm today, still nothing.",Has there been any recent tracking updates here:,AmazonHelp
$100 billion says that solves my problem? I’m on 11.0.3 currently. Hold please.,Let us know and we'll continue from there.,AppleSupport
